,Time_spent_Alone,Social_event_attendance,Going_outside,Friends_circle_size,Post_frequency,Stage_fear,Drained_after_socializing,Personality_Extrovert,Personality_Introvert
2248,0.0,9.0,4.0,5.0,4.0,0,0,1,0
2249,3.0,9.0,4.0,8.0,8.0,0,0,1,0
2250,7.0,0.0,0.0,2.0,1.0,1,1,0,1
2251,3.0,4.0,3.0,12.0,3.0,0,0,1,0
2252,9.0,1.0,2.0,5.0,1.0,1,0,0,1
2253,3.0,8.0,4.0,13.0,6.0,0,0,1,0
2254,5.0,2.0,2.0,1.0,1.0,1,1,0,1
2255,11.0,1.0,0.0,2.0,0.0,1,0,0,1
2256,7.0,1.0,0.0,2.0,0.0,1,1,0,1
2257,1.0,7.0,5.0,6.0,3.0,0,0,1,0
2258,4.505816002819881,7.0,6.0,12.0,8.0,0,0,1,0
2259,6.0,3.963354474982382,2.0,1.0,1.0,1,1,0,1
2260,1.0,8.0,5.0,9.0,6.0,0,0,1,0
2261,7.0,0.0,2.0,5.0,1.0,1,1,0,1
2262,1.0,9.0,3.0,6.0,8.0,0,0,1,0
2263,5.0,3.0,1.0,4.0,1.0,1,1,0,1
2264,11.0,1.0,0.0,4.0,1.0,1,1,0,1
2265,1.0,8.0,6.0,12.0,3.0,0,0,1,0
2266,11.0,0.0,0.0,4.0,1.0,1,1,0,1
2267,9.0,2.0,2.0,5.0,2.0,1,1,0,1
2268,3.0,6.0,3.0,8.0,7.0,0,0,1,0
2269,3.0,6.0,4.0,11.0,9.0,0,0,1,0
2270,9.0,1.0,0.0,5.0,2.0,1,1,0,1
2271,9.0,3.963354474982382,2.0,6.268862911795962,0.0,1,1,0,1
2272,0.0,9.0,5.0,6.0,7.0,0,0,1,0
2273,8.0,2.0,2.0,6.268862911795962,1.0,1,1,0,1
2274,10.0,2.0,0.0,5.0,2.0,1,1,0,1
2275,6.0,0.0,3.0,5.0,2.0,1,1,0,1
2276,10.0,2.0,0.0,2.0,1.0,1,1,1,0
2277,1.0,4.0,5.0,10.0,4.0,0,0,1,0
2278,8.0,0.0,2.0,1.0,2.0,1,1,0,1
2279,4.0,3.0,2.0,3.0,2.0,1,1,0,1
2280,10.0,3.963354474982382,2.0,5.0,1.0,1,1,0,1
2281,1.0,6.0,6.0,7.0,3.0,0,0,1,0
2282,10.0,3.963354474982382,0.0,1.0,0.0,1,1,0,1
2283,5.0,0.0,1.0,5.0,2.0,1,1,0,1
2284,0.0,6.0,6.0,7.0,7.0,0,0,1,0
2285,6.0,3.0,0.0,4.0,0.0,1,1,0,1
2286,2.0,7.0,5.0,10.0,5.0,0,0,1,0
2287,9.0,2.0,0.0,3.0,0.0,1,1,0,1
2288,8.0,3.0,0.0,4.0,2.0,1,1,0,1
2289,8.0,0.0,1.0,3.0,2.0,1,1,0,1
2290,10.0,0.0,0.0,3.0,1.0,1,1,1,0
2291,3.0,6.0,4.0,11.0,5.0,0,0,1,0
2292,0.0,7.0,3.0,8.0,5.0,0,0,1,0
2293,1.0,9.0,5.0,14.0,9.0,0,0,0,1
2294,2.0,9.0,5.0,14.0,4.0,0,0,1,0
2295,6.0,2.0,1.0,2.0,2.0,1,1,0,1
2296,6.0,3.0,1.0,4.0,1.0,1,1,0,1
2297,0.0,5.0,6.0,5.0,5.0,0,0,1,0
2298,11.0,3.0,2.0,4.0,1.0,1,1,0,1
2299,10.0,3.0,2.0,3.0,2.0,1,0,0,1
2300,8.0,3.0,0.0,4.0,1.0,1,1,0,1
2301,9.0,1.0,2.0,3.0,0.0,1,1,0,1
2302,1.0,9.0,5.0,8.0,7.0,0,0,0,1
2303,0.0,8.0,4.0,10.0,3.0,0,0,1,0
2304,7.0,3.963354474982382,2.0,1.0,2.0,1,1,0,1
2305,1.0,5.0,5.0,10.0,3.0,0,0,1,0
2306,2.0,8.0,3.0,6.0,6.0,0,0,1,0
2307,6.0,2.0,0.0,2.0,0.0,1,1,0,1
2308,9.0,0.0,2.0,1.0,1.0,1,1,0,1
2309,9.0,2.0,1.0,4.0,0.0,1,1,0,1
2310,2.0,9.0,4.0,8.0,7.0,0,0,1,0
2311,8.0,2.0,1.0,1.0,2.0,1,1,0,1
2312,1.0,5.0,5.0,9.0,8.0,0,0,1,0
2313,7.0,1.0,1.0,1.0,1.0,1,1,0,1
2314,2.0,9.0,3.0,6.0,3.0,0,0,1,0
2315,4.0,1.0,1.0,1.0,2.0,1,1,0,1
2316,11.0,0.0,1.0,3.0,0.0,1,1,0,1
2317,0.0,7.0,3.0,6.0,6.0,0,0,1,0
2318,0.0,7.0,5.0,10.0,4.0,0,0,1,0
2319,7.0,0.0,2.0,2.0,0.0,1,1,0,1
2320,4.505816002819881,6.0,3.0,12.0,5.0,0,0,1,0
2321,3.0,5.0,6.0,15.0,5.0,0,0,1,0
2322,9.0,2.0,2.0,1.0,2.0,1,1,1,0
2323,3.0,8.0,6.0,7.0,9.0,0,0,1,0
2324,6.0,2.0,2.0,4.0,0.0,1,1,0,1
2325,4.0,2.0,1.0,2.0,2.0,1,0,0,1
2326,4.0,3.0,1.0,3.0,1.0,1,1,0,1
2327,3.0,7.0,4.0,8.0,4.0,0,0,1,0
2328,1.0,8.0,5.0,11.0,7.0,0,0,1,0
2329,4.0,2.0,1.0,2.0,2.0,1,1,0,1
2330,5.0,0.0,1.0,4.0,1.0,1,1,0,1
2331,2.0,8.0,4.0,9.0,8.0,0,0,1,0
2332,0.0,5.0,3.0,14.0,7.0,0,0,1,0
2333,10.0,0.0,0.0,1.0,0.0,1,1,1,0
2334,4.0,1.0,0.0,6.268862911795962,2.0,1,1,0,1
2335,8.0,0.0,3.0,5.0,2.0,1,1,0,1
2336,5.0,3.0,2.0,5.0,1.0,1,1,0,1
2337,1.0,6.0,5.0,15.0,4.0,0,0,1,0
2338,7.0,1.0,0.0,2.0,0.0,1,1,0,1
2339,3.0,6.0,5.0,14.0,5.0,0,0,1,0
2340,7.0,2.0,1.0,4.0,0.0,1,1,0,1
2341,1.0,8.0,6.0,10.0,4.0,0,0,1,0
2342,3.0,9.0,4.0,13.0,9.0,0,0,1,0
2343,0.0,8.0,5.0,15.0,9.0,0,0,1,0
2344,9.0,2.0,2.0,1.0,0.0,1,1,0,1
2345,5.0,0.0,1.0,5.0,2.0,1,1,0,1
2346,8.0,1.0,0.0,3.0,1.0,1,1,0,1
2347,2.0,5.0,5.0,11.0,7.0,0,0,1,0
2348,10.0,2.0,0.0,2.0,0.0,1,1,1,0
2349,0.0,6.0,4.0,10.0,7.0,0,0,1,0
2350,0.0,6.0,5.0,12.0,9.0,0,0,1,0
2351,1.0,7.0,3.0,8.0,5.0,0,0,1,0
2352,8.0,2.0,0.0,5.0,2.0,1,1,0,1
2353,3.0,4.0,6.0,9.0,3.0,0,0,1,0
2354,10.0,2.0,2.0,2.0,0.0,1,1,0,1
2355,9.0,3.0,0.0,5.0,0.0,1,1,0,1
2356,1.0,6.0,6.0,12.0,3.0,0,0,1,0
2357,4.0,1.0,0.0,1.0,1.0,1,1,0,1
2358,9.0,3.0,1.0,1.0,0.0,1,1,0,1
2359,2.0,6.0,4.0,9.0,5.0,0,0,1,0
2360,4.0,1.0,1.0,5.0,2.0,1,1,0,1
2361,1.0,7.0,4.0,15.0,6.0,0,0,1,0
2362,10.0,0.0,2.0,3.0,2.0,1,1,0,1
2363,4.0,3.0,0.0,4.0,1.0,1,1,0,1
2364,4.0,1.0,2.0,2.0,1.0,1,1,0,1
2365,11.0,3.0,2.0,5.0,0.0,1,1,0,1
2366,0.0,4.0,6.0,10.0,4.0,0,0,1,0
2367,1.0,8.0,7.0,9.0,5.0,0,0,0,1
2368,4.505816002819881,5.0,5.0,6.0,9.0,0,0,1,0
2369,0.0,6.0,5.0,7.0,9.0,0,0,1,0
2370,9.0,1.0,2.0,1.0,2.0,1,1,1,0
2371,3.0,4.0,3.0,7.0,5.0,0,0,1,0
2372,2.0,9.0,5.0,12.0,8.0,0,0,1,0
2373,2.0,6.0,7.0,11.0,6.0,0,0,0,1
2374,4.0,3.963354474982382,2.0,6.268862911795962,0.0,1,1,0,1
2375,9.0,0.0,0.0,2.0,2.0,1,0,0,1
2376,1.0,6.0,6.0,6.268862911795962,7.0,0,0,1,0
2377,9.0,2.0,1.0,4.0,2.0,1,1,0,1
2378,3.0,8.0,4.0,12.0,6.0,0,0,1,0
2379,2.0,9.0,3.0,14.0,7.0,0,0,1,0
2380,2.0,8.0,5.0,10.0,5.0,0,0,0,1
2381,2.0,6.0,5.0,15.0,4.0,0,0,1,0
2382,10.0,2.0,0.0,5.0,0.0,1,1,0,1
2383,10.0,2.0,2.0,5.0,1.0,1,1,0,1
2384,3.0,6.0,5.0,12.0,5.0,0,0,1,0
2385,1.0,5.0,6.0,8.0,5.0,0,0,1,0
2386,1.0,6.0,3.0,9.0,7.0,0,0,1,0
2387,4.0,2.0,0.0,2.0,0.0,1,1,0,1
2388,8.0,0.0,2.0,4.0,0.0,1,1,0,1
2389,9.0,2.0,2.0,3.0,0.0,1,1,1,0
2390,0.0,5.0,3.0,14.0,4.0,0,0,1,0
2391,0.0,9.0,5.0,13.0,7.0,0,0,1,0
2392,1.0,7.0,7.0,9.0,5.0,0,0,0,1
2393,1.0,6.0,5.0,9.0,5.0,0,0,1,0
2394,4.0,3.0,2.0,2.0,0.0,1,0,0,1
2395,7.0,0.0,0.0,3.0,1.0,1,0,0,1
2396,0.0,7.0,3.0,5.0,6.0,0,0,1,0
2397,9.0,2.0,1.0,1.0,1.0,1,1,0,1
2398,4.505816002819881,6.0,5.0,7.0,3.0,0,0,1,0
2399,11.0,1.0,3.0,1.0,0.0,1,1,0,1
2400,5.0,2.0,0.0,2.0,2.0,1,1,0,1
2401,1.0,5.0,3.0,10.0,7.0,0,0,1,0
2402,1.0,9.0,6.0,13.0,5.0,0,0,1,0
2403,2.0,5.0,4.0,13.0,6.0,0,0,1,0
2404,1.0,7.0,6.0,8.0,7.0,0,0,1,0
2405,0.0,7.0,5.0,12.0,3.0,0,0,1,0
2406,0.0,4.0,4.0,8.0,3.0,0,0,1,0
2407,3.0,6.0,3.0,8.0,7.0,0,0,1,0
2408,10.0,0.0,2.0,2.0,2.0,1,1,0,1
2409,1.0,8.0,3.0,8.0,4.0,0,0,1,0
2410,8.0,1.0,0.0,1.0,2.0,1,1,0,1
2411,3.0,9.0,6.0,13.0,8.0,0,0,1,0
2412,0.0,6.0,5.0,9.0,7.0,0,0,1,0
2413,2.0,7.0,5.0,12.0,6.0,0,0,0,1
2414,1.0,7.0,6.0,13.0,6.0,0,0,1,0
2415,9.0,1.0,2.0,1.0,2.0,1,1,1,0
2416,10.0,2.0,2.0,5.0,2.0,1,1,0,1
2417,0.0,9.0,4.0,6.268862911795962,7.0,0,0,1,0
2418,2.0,4.0,5.0,6.268862911795962,6.0,0,0,1,0
2419,7.0,2.0,0.0,5.0,1.0,1,1,0,1
2420,0.0,8.0,4.0,11.0,6.0,0,0,1,0
2421,5.0,2.0,1.0,3.0,1.0,0,1,0,1
2422,2.0,5.0,5.0,10.0,6.0,0,0,1,0
2423,3.0,8.0,5.0,10.0,5.0,0,0,1,0
2424,3.0,6.0,4.0,12.0,3.0,0,0,1,0
2425,3.0,4.0,6.0,11.0,5.0,0,0,1,0
2426,2.0,9.0,3.0,7.0,8.0,0,0,1,0
2427,3.0,9.0,5.0,5.0,3.0,0,0,1,0
2428,11.0,2.0,1.0,3.0,1.0,1,1,0,1
2429,3.0,7.0,5.0,14.0,3.0,0,0,1,0
2430,10.0,3.963354474982382,0.0,6.268862911795962,3.564726631393298,1,1,0,1
2431,1.0,7.0,3.0,10.0,3.564726631393298,0,0,1,0
2432,4.505816002819881,1.0,0.0,1.0,2.0,1,1,0,1
2433,4.0,1.0,2.0,2.0,2.0,1,1,0,1
2434,6.0,1.0,1.0,6.268862911795962,2.0,1,1,0,1
2435,2.0,9.0,3.0,7.0,4.0,0,0,1,0
2436,11.0,0.0,1.0,3.0,2.0,1,1,0,1
2437,3.0,9.0,5.0,11.0,3.0,0,0,1,0
2438,8.0,0.0,0.0,4.0,2.0,1,1,0,1
2439,6.0,2.0,1.0,5.0,2.0,1,1,0,1
2440,2.0,4.0,5.0,10.0,9.0,0,0,1,0
2441,3.0,4.0,5.0,15.0,4.0,0,0,1,0
2442,8.0,0.0,1.0,4.0,0.0,1,1,0,1
2443,0.0,6.0,5.0,5.0,5.0,0,0,1,0
2444,3.0,8.0,6.0,7.0,6.0,0,0,1,0
2445,2.0,3.963354474982382,5.0,8.0,8.0,0,0,1,0
2446,10.0,3.0,0.0,6.268862911795962,2.0,1,1,0,1
2447,2.0,9.0,6.0,10.0,6.0,0,0,0,1
2448,1.0,9.0,4.0,10.0,5.0,0,0,1,0
2449,4.505816002819881,1.0,2.0,3.0,1.0,1,1,0,1
2450,2.0,8.0,3.0,6.0,7.0,0,0,1,0
2451,3.0,9.0,6.0,5.0,7.0,0,0,1,0
2452,0.0,5.0,4.0,13.0,7.0,0,0,1,0
2453,1.0,5.0,4.0,11.0,7.0,0,0,1,0
2454,2.0,8.0,3.0,10.0,8.0,0,0,1,0
2455,0.0,6.0,6.0,13.0,6.0,0,0,0,1
2456,0.0,9.0,3.0,12.0,8.0,0,0,1,0
2457,0.0,9.0,5.0,14.0,9.0,0,0,0,1
2458,1.0,6.0,3.0,6.0,4.0,0,0,1,0
2459,3.0,4.0,5.0,5.0,4.0,0,0,1,0
2460,2.0,5.0,6.0,9.0,9.0,0,0,1,0
2461,1.0,9.0,4.0,5.0,9.0,0,0,1,0
2462,0.0,8.0,3.0,8.0,3.564726631393298,0,0,1,0
2463,4.0,0.0,0.0,5.0,1.0,1,1,0,1
2464,4.0,1.0,0.0,3.0,1.0,1,1,0,1
2465,3.0,9.0,4.0,6.0,9.0,0,0,1,0
2466,8.0,1.0,2.0,1.0,1.0,1,1,0,1
2467,10.0,0.0,2.0,1.0,0.0,1,1,0,1
2468,11.0,3.0,0.0,2.0,2.0,1,1,0,1
2469,6.0,2.0,0.0,6.268862911795962,1.0,1,1,0,1
2470,4.0,2.0,1.0,2.0,2.0,1,1,0,1
2471,5.0,1.0,0.0,5.0,1.0,1,1,0,1
2472,9.0,0.0,0.0,5.0,2.0,1,1,0,1
2473,10.0,0.0,1.0,1.0,2.0,1,1,0,1
2474,1.0,9.0,5.0,14.0,4.0,0,0,1,0
2475,5.0,3.963354474982382,2.0,2.0,1.0,1,1,0,1
2476,10.0,3.0,1.0,2.0,0.0,1,1,0,1
2477,3.0,9.0,3.0,8.0,4.0,0,0,1,0
2478,0.0,8.0,7.0,13.0,9.0,0,0,0,1
2479,0.0,6.0,5.0,14.0,5.0,0,0,1,0
2480,3.0,6.0,4.0,8.0,5.0,0,0,1,0
2481,9.0,3.0,0.0,1.0,0.0,1,1,0,1
2482,11.0,3.0,2.0,3.0,1.0,1,1,0,1
2483,8.0,1.0,0.0,1.0,0.0,1,1,1,0
2484,1.0,8.0,4.0,15.0,6.0,0,0,1,0
2485,9.0,0.0,2.0,1.0,1.0,1,1,0,1
2486,11.0,1.0,2.0,3.0,1.0,1,1,1,0
2487,5.0,0.0,1.0,1.0,2.0,1,1,0,1
2488,1.0,9.0,5.0,12.0,9.0,0,0,1,0
2489,4.505816002819881,0.0,1.0,3.0,1.0,1,1,0,1
2490,0.0,4.0,6.0,9.0,7.0,0,0,1,0
2491,1.0,8.0,3.0,7.0,3.0,0,0,1,0
2492,2.0,8.0,3.0,15.0,7.0,0,0,1,0
2493,1.0,5.0,6.0,5.0,6.0,0,0,1,0
2494,5.0,3.0,2.0,1.0,0.0,1,1,0,1
2495,6.0,2.0,2.0,4.0,0.0,1,1,0,1
2496,4.505816002819881,3.0,2.0,2.0,1.0,1,1,0,1
2497,8.0,3.0,1.0,3.0,3.564726631393298,1,1,0,1
2498,1.0,5.0,3.0,5.0,7.0,0,0,1,0
2499,2.0,9.0,6.0,8.0,6.0,0,0,0,1
2500,9.0,2.0,0.0,2.0,1.0,1,1,0,1
2501,2.0,5.0,4.0,5.0,9.0,0,0,1,0
2502,4.505816002819881,5.0,3.0,11.0,9.0,0,0,1,0
2503,3.0,6.0,4.0,5.0,3.564726631393298,0,0,1,0
2504,3.0,8.0,5.0,15.0,3.0,0,0,1,0
2505,8.0,0.0,1.0,2.0,0.0,1,1,0,1
2506,0.0,9.0,5.0,11.0,5.0,0,0,0,1
2507,2.0,6.0,5.0,6.0,3.0,0,0,1,0
2508,0.0,4.0,5.0,11.0,5.0,0,0,1,0
2509,5.0,3.0,2.0,2.0,2.0,1,1,0,1
2510,2.0,4.0,3.0,8.0,8.0,0,0,1,0
2511,10.0,1.0,2.0,2.0,1.0,1,1,0,1
2512,9.0,3.0,0.0,4.0,0.0,1,1,0,1
2513,0.0,5.0,5.0,14.0,5.0,0,0,1,0
2514,3.0,7.0,6.0,13.0,9.0,0,0,1,0
2515,1.0,6.0,6.0,5.0,8.0,0,0,1,0
2516,6.0,3.963354474982382,1.0,2.0,2.0,0,1,0,1
2517,3.0,5.0,5.0,13.0,9.0,0,0,1,0
2518,7.0,1.0,2.0,2.0,0.0,1,1,0,1
2519,6.0,1.0,0.0,5.0,2.0,1,1,0,1
2520,0.0,9.0,3.0,12.0,8.0,0,0,1,0
2521,3.0,4.0,3.0,12.0,7.0,0,0,1,0
2522,9.0,2.0,1.0,4.0,0.0,1,1,1,0
2523,1.0,4.0,6.0,5.0,3.0,0,0,1,0
2524,0.0,5.0,6.0,12.0,4.0,0,0,1,0
2525,7.0,0.0,0.0,1.0,1.0,1,1,1,0
2526,8.0,3.0,3.0,5.0,0.0,0,1,0,1
2527,4.505816002819881,1.0,0.0,5.0,1.0,1,0,0,1
2528,4.0,0.0,1.0,1.0,0.0,1,1,0,1
2529,10.0,3.0,1.0,3.0,2.0,1,1,0,1
2530,2.0,7.0,3.0,15.0,9.0,0,0,1,0
2531,9.0,1.0,1.0,1.0,0.0,1,1,1,0
2532,7.0,1.0,0.0,2.0,1.0,1,1,0,1
2533,9.0,3.0,0.0,2.0,0.0,1,1,0,1
2534,2.0,5.0,3.0,14.0,5.0,0,0,1,0
2535,4.0,3.0,0.0,4.0,0.0,1,1,0,1
2536,3.0,6.0,3.0,5.0,9.0,0,0,1,0
2537,1.0,6.0,3.0,8.0,6.0,0,0,1,0
2538,0.0,9.0,5.0,8.0,7.0,0,0,1,0
2539,1.0,9.0,3.0,5.0,3.0,0,0,1,0
2540,1.0,9.0,6.0,14.0,7.0,0,0,1,0
2541,4.505816002819881,3.0,1.0,4.0,2.0,1,1,0,1
2542,0.0,9.0,5.0,14.0,4.0,0,0,1,0
2543,1.0,4.0,4.0,13.0,7.0,0,0,1,0
2544,7.0,2.0,2.0,4.0,0.0,1,1,0,1
2545,1.0,6.0,4.0,5.0,6.0,0,0,1,0
2546,1.0,7.0,3.0,12.0,8.0,0,0,1,0
2547,1.0,7.0,4.0,9.0,6.0,0,0,1,0
2548,3.0,7.0,6.0,6.0,4.0,0,0,1,0
2549,0.0,8.0,5.0,5.0,8.0,0,0,1,0
2550,3.0,7.0,4.0,8.0,6.0,0,0,1,0
2551,2.0,9.0,5.0,11.0,6.0,0,0,1,0
2552,3.0,5.0,6.0,8.0,8.0,0,0,1,0
2553,3.0,6.0,4.0,10.0,7.0,0,0,1,0
2554,7.0,1.0,0.0,2.0,1.0,1,1,1,0
2555,9.0,2.0,2.0,1.0,0.0,1,1,1,0
2556,11.0,2.0,2.0,4.0,2.0,1,1,0,1
2557,0.0,3.963354474982382,3.0,11.0,5.0,0,0,1,0
2558,8.0,2.0,2.0,2.0,0.0,1,1,1,0
2559,8.0,2.0,0.0,5.0,0.0,1,1,0,1
2560,2.0,6.0,3.0,10.0,3.0,0,0,1,0
2561,5.0,0.0,0.0,1.0,2.0,1,1,0,1
2562,1.0,6.0,5.0,12.0,6.0,0,0,0,1
2563,2.0,9.0,5.0,14.0,6.0,0,0,1,0
2564,9.0,3.0,2.0,2.0,0.0,1,0,0,1
2565,1.0,5.0,3.0,5.0,5.0,0,0,1,0
2566,1.0,6.0,3.0,11.0,6.0,0,0,1,0
2567,1.0,8.0,4.0,14.0,7.0,0,0,1,0
2568,9.0,0.0,1.0,5.0,2.0,1,1,0,1
2569,5.0,3.0,0.0,2.0,1.0,1,1,0,1
2570,11.0,0.0,2.0,3.0,2.0,1,1,1,0
2571,0.0,7.0,3.0,6.0,4.0,0,0,1,0
2572,2.0,7.0,3.0,8.0,4.0,0,0,1,0
2573,8.0,3.0,0.0,2.0,0.0,1,1,0,1
2574,1.0,9.0,4.0,9.0,8.0,0,0,1,0
2575,0.0,7.0,4.0,11.0,6.0,0,0,1,0
2576,3.0,4.0,3.0,14.0,8.0,0,0,1,0
2577,9.0,1.0,0.0,4.0,1.0,1,1,0,1
2578,3.0,5.0,5.0,14.0,8.0,0,0,1,0
2579,0.0,6.0,4.0,6.268862911795962,5.0,0,0,1,0
2580,1.0,8.0,6.0,10.0,7.0,0,0,1,0
2581,4.0,1.0,2.0,1.0,2.0,1,1,0,1
2582,1.0,7.0,3.0,8.0,6.0,0,0,1,0
2583,3.0,5.0,5.0,14.0,8.0,0,0,1,0
2584,4.0,3.0,1.0,2.0,1.0,1,1,0,1
2585,0.0,6.0,5.0,6.0,3.0,0,0,1,0
2586,3.0,9.0,5.0,11.0,3.0,0,0,1,0
2587,8.0,1.0,1.0,1.0,0.0,1,1,0,1
2588,5.0,3.0,2.0,3.0,1.0,1,1,0,1
2589,0.0,9.0,4.0,12.0,3.564726631393298,0,0,1,0
2590,9.0,3.0,0.0,2.0,2.0,1,1,0,1
2591,3.0,4.0,5.0,6.0,4.0,0,0,1,0
2592,2.0,8.0,5.0,13.0,7.0,0,0,0,1
2593,3.0,5.0,5.0,6.0,7.0,0,0,1,0
2594,9.0,2.0,1.0,3.0,3.564726631393298,1,1,0,1
2595,3.0,4.0,6.0,12.0,4.0,0,0,1,0
2596,0.0,4.0,6.0,6.0,3.0,0,0,1,0
2597,3.0,8.0,4.0,10.0,7.0,0,0,1,0
2598,2.0,8.0,5.0,14.0,5.0,0,0,1,0
2599,1.0,7.0,5.0,9.0,7.0,0,0,0,1
2600,2.0,7.0,6.0,6.0,7.0,0,0,1,0
2601,8.0,1.0,1.0,5.0,2.0,1,1,0,1
2602,5.0,1.0,2.0,4.0,0.0,1,1,0,1
2603,11.0,2.0,0.0,5.0,0.0,1,1,0,1
2604,2.0,5.0,6.0,13.0,7.0,0,0,1,0
2605,1.0,5.0,5.0,14.0,9.0,0,0,1,0
2606,2.0,7.0,6.0,7.0,9.0,0,0,1,0
2607,10.0,3.0,0.0,1.0,2.0,1,1,0,1
2608,7.0,1.0,0.0,5.0,2.0,1,1,0,1
2609,0.0,8.0,6.0,5.0,5.0,0,0,1,0
2610,10.0,3.0,0.0,3.0,1.0,1,1,0,1
2611,8.0,2.0,2.0,5.0,1.0,1,1,0,1
2612,4.0,3.0,1.0,5.0,0.0,1,1,0,1
2613,3.0,4.0,6.0,9.0,3.564726631393298,0,0,1,0
2614,3.0,9.0,6.0,12.0,5.0,0,0,1,0
2615,8.0,3.963354474982382,1.0,2.0,0.0,1,1,0,1
2616,10.0,1.0,0.0,2.0,1.0,1,1,0,1
2617,2.0,5.0,4.0,8.0,7.0,0,0,1,0
2618,0.0,4.0,6.0,9.0,5.0,0,0,1,0
2619,5.0,2.0,0.0,5.0,0.0,1,1,0,1
2620,2.0,9.0,5.0,14.0,6.0,0,0,1,0
2621,9.0,3.0,2.0,2.0,0.0,1,0,0,1
2622,10.0,3.0,1.0,4.0,3.564726631393298,1,1,0,1
2623,2.0,4.0,3.0,9.0,4.0,0,0,1,0
2624,6.0,2.0,1.0,1.0,2.0,1,1,0,1
2625,1.0,4.0,4.0,8.0,7.0,0,0,1,0
2626,4.0,2.0,0.0,2.0,2.0,1,1,0,1
2627,7.0,1.0,0.0,6.268862911795962,1.0,1,1,0,1
2628,0.0,5.0,3.0,15.0,5.0,0,0,1,0
2629,11.0,2.0,1.0,2.0,1.0,0,1,0,1
2630,2.0,5.0,3.0,10.0,9.0,0,0,1,0
2631,9.0,3.963354474982382,0.0,3.0,0.0,1,1,0,1
2632,7.0,2.0,2.0,2.0,0.0,1,1,0,1
2633,11.0,3.0,2.0,3.0,2.0,1,1,0,1
2634,1.0,4.0,6.0,6.268862911795962,3.0,0,0,1,0
2635,10.0,0.0,2.0,3.0,1.0,0,1,0,1
2636,3.0,9.0,6.0,7.0,8.0,0,0,1,0
2637,0.0,9.0,4.0,6.268862911795962,4.0,0,0,1,0
2638,2.0,7.0,3.0,11.0,7.0,0,0,1,0
2639,1.0,7.0,7.0,10.0,9.0,0,0,0,1
2640,1.0,9.0,3.0,8.0,9.0,0,0,1,0
2641,2.0,7.0,6.0,9.0,7.0,0,0,1,0
2642,2.0,4.0,4.0,9.0,7.0,0,0,1,0
2643,2.0,9.0,3.0,6.0,8.0,0,0,1,0
2644,1.0,3.963354474982382,6.0,8.0,6.0,0,0,1,0
2645,2.0,8.0,6.0,11.0,3.0,0,0,1,0
2646,1.0,8.0,6.0,12.0,7.0,0,0,0,1
2647,8.0,2.0,1.0,2.0,0.0,1,1,0,1
2648,10.0,0.0,1.0,3.0,1.0,1,1,1,0
2649,1.0,6.0,6.0,7.0,7.0,0,0,1,0
2650,3.0,4.0,6.0,5.0,9.0,0,0,1,0
2651,8.0,2.0,0.0,4.0,1.0,1,1,1,0
2652,4.0,0.0,0.0,2.0,0.0,1,1,0,1
2653,9.0,2.0,0.0,3.0,2.0,1,1,0,1
2654,2.0,7.0,4.0,5.0,7.0,0,0,1,0
2655,9.0,3.0,0.0,5.0,2.0,1,1,0,1
2656,4.0,3.0,1.0,4.0,1.0,1,1,0,1
2657,2.0,9.0,3.0,5.0,9.0,0,0,1,0
2658,5.0,2.0,0.0,4.0,3.564726631393298,1,1,0,1
2659,3.0,9.0,5.0,8.0,3.564726631393298,0,0,1,0
2660,9.0,1.0,0.0,4.0,0.0,0,1,0,1
2661,3.0,8.0,4.0,10.0,3.0,0,0,1,0
2662,8.0,2.0,0.0,1.0,0.0,1,1,0,1
2663,6.0,1.0,3.0,3.0,0.0,1,1,0,1
2664,11.0,2.0,0.0,5.0,1.0,1,1,0,1
2665,8.0,2.0,0.0,2.0,0.0,1,1,0,1
2666,11.0,2.0,2.0,3.0,0.0,1,1,0,1
2667,0.0,4.0,5.0,13.0,3.0,0,0,1,0
2668,0.0,5.0,5.0,7.0,9.0,0,0,1,0
2669,9.0,2.0,1.0,2.0,2.0,1,1,0,1
2670,3.0,4.0,3.0,15.0,9.0,0,0,1,0
2671,1.0,9.0,6.0,7.0,3.0,0,0,1,0
2672,0.0,5.0,3.0,6.268862911795962,5.0,0,0,1,0
2673,10.0,0.0,2.0,4.0,0.0,1,1,0,1
2674,3.0,9.0,3.0,9.0,8.0,0,0,1,0
2675,7.0,3.0,0.0,1.0,2.0,1,1,0,1
2676,11.0,1.0,0.0,2.0,1.0,1,1,0,1
2677,8.0,1.0,0.0,3.0,1.0,1,1,1,0
2678,2.0,9.0,7.0,14.0,5.0,0,0,0,1
2679,0.0,4.0,5.0,13.0,9.0,0,0,1,0
2680,3.0,7.0,3.0,7.0,8.0,0,0,1,0
2681,2.0,6.0,3.0,8.0,3.0,0,0,1,0
2682,0.0,4.0,3.0,5.0,4.0,0,0,1,0
2683,10.0,2.0,3.0,4.0,1.0,1,1,0,1
2684,5.0,3.0,1.0,3.0,1.0,1,1,0,1
2685,2.0,4.0,3.0,6.0,6.0,0,0,1,0
2686,11.0,1.0,2.0,2.0,2.0,1,1,0,1
2687,0.0,6.0,5.0,13.0,8.0,0,0,0,1
2688,4.0,2.0,0.0,3.0,2.0,1,1,0,1
2689,5.0,0.0,1.0,4.0,1.0,1,1,0,1
